source_id,source_type,relationship_type,target_id,target_type,level,notes
S_3,Symptom,INDICATES,D_2863,Diagnosis,Level 3,
S_12403,Symptom,INDICATES,D_2690,Diagnosis,Chief Sign,< 6 weeks post-partum
S_12404,Symptom,INDICATES,D_2690,Diagnosis,Level 1,
S_12417,Symptom,INDICATES,D_2690,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2690,Diagnosis,Level 3,
S_12403,Symptom,INDICATES,D_2865,Diagnosis,Chief Sign,< 6 weeks post-partum
S_12404,Symptom,INDICATES,D_2865,Diagnosis,Level 1,
S_12417,Symptom,INDICATES,D_2865,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2865,Diagnosis,Level 3,
S_12403,Symptom,INDICATES,D_1484,Diagnosis,Chief Sign,< 6 weeks post-partum
S_12404,Symptom,INDICATES,D_1484,Diagnosis,Level 1,
S_12425,Symptom,INDICATES,D_1484,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_1484,Diagnosis,Level 3,
S_12403,Symptom,INDICATES,D_842,Diagnosis,Chief Sign,< 6 weeks post-partum
S_12404,Symptom,INDICATES,D_842,Diagnosis,Level 1,
S_12425,Symptom,INDICATES,D_842,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_842,Diagnosis,Level 3,
S_12403,Symptom,INDICATES,D_2868,Diagnosis,Chief Sign,< 6 weeks post-partum
S_12404,Symptom,INDICATES,D_2868,Diagnosis,Level 1,
S_12433,Symptom,INDICATES,D_2868,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2868,Diagnosis,Level 3,
S_12403,Symptom,INDICATES,D_2679,Diagnosis,Chief Sign,< 6 weeks post-partum
S_12404,Symptom,INDICATES,D_2679,Diagnosis,Level 1,
S_12433,Symptom,INDICATES,D_2679,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2679,Diagnosis,Level 3,
S_12403,Symptom,INDICATES,D_2870,Diagnosis,Chief Sign,< 6 weeks post-partum
S_12404,Symptom,INDICATES,D_2870,Diagnosis,Level 1,
S_12433,Symptom,INDICATES,D_2870,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2870,Diagnosis,Level 3,
S_12403,Symptom,INDICATES,D_2871,Diagnosis,Chief Sign,< 6 weeks post-partum
S_12404,Symptom,INDICATES,D_2871,Diagnosis,Level 1,
S_12433,Symptom,INDICATES,D_2871,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2871,Diagnosis,Level 3,
S_12403,Symptom,INDICATES,D_384,Diagnosis,Chief Sign,< 6 weeks post-partum
S_12448,Symptom,INDICATES,D_384,Diagnosis,Level 1,
S_12405,Symptom,INDICATES,D_384,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_384,Diagnosis,Level 3,
S_12403,Symptom,INDICATES,D_2873,Diagnosis,Chief Sign,< 6 weeks post-partum
S_12448,Symptom,INDICATES,D_2873,Diagnosis,Level 1,
S_12405,Symptom,INDICATES,D_2873,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2873,Diagnosis,Level 3,
S_12403,Symptom,INDICATES,D_2874,Diagnosis,Chief Sign,< 6 weeks post-partum
S_12448,Symptom,INDICATES,D_2874,Diagnosis,Level 1,
S_12457,Symptom,INDICATES,D_2874,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2874,Diagnosis,Level 3,
S_12403,Symptom,INDICATES,D_2875,Diagnosis,Chief Sign,< 6 weeks post-partum
S_12448,Symptom,INDICATES,D_2875,Diagnosis,Level 1,
S_12457,Symptom,INDICATES,D_2875,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2875,Diagnosis,Level 3,
S_12403,Symptom,INDICATES,D_2876,Diagnosis,Chief Sign,< 6 weeks post-partum
S_12448,Symptom,INDICATES,D_2876,Diagnosis,Level 1,
S_12457,Symptom,INDICATES,D_2876,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2876,Diagnosis,Level 3,
S_12467,Symptom,INDICATES,D_2877,Diagnosis,Chief Sign,blood loss: >500ml post vaginal delivery or >1000ml post caesarean section
S_12468,Symptom,INDICATES,D_2877,Diagnosis,Level 1,0.7
S_3,Symptom,INDICATES,D_2877,Diagnosis,Level 2,
S_12467,Symptom,INDICATES,D_2878,Diagnosis,Chief Sign,blood loss: >500ml post vaginal delivery or >1000ml post caesarean section
S_12468,Symptom,INDICATES,D_2878,Diagnosis,Level 1,0.7
S_3,Symptom,INDICATES,D_2878,Diagnosis,Level 2,
S_12467,Symptom,INDICATES,D_2879,Diagnosis,Chief Sign,blood loss: >500ml post vaginal delivery or >1000ml post caesarean section
S_12468,Symptom,INDICATES,D_2879,Diagnosis,Level 1,0.7
S_3,Symptom,INDICATES,D_2879,Diagnosis,Level 2,
S_12467,Symptom,INDICATES,D_2880,Diagnosis,Chief Sign,blood loss: >500ml post vaginal delivery or >1000ml post caesarean section
S_12468,Symptom,INDICATES,D_2880,Diagnosis,Level 1,0.7
S_3,Symptom,INDICATES,D_2880,Diagnosis,Level 2,
S_12467,Symptom,INDICATES,D_2881,Diagnosis,Chief Sign,blood loss: >500ml post vaginal delivery or >1000ml post caesarean section
S_12468,Symptom,INDICATES,D_2881,Diagnosis,Level 1,0.7
S_3,Symptom,INDICATES,D_2881,Diagnosis,Level 2,
S_12467,Symptom,INDICATES,D_2882,Diagnosis,Chief Sign,blood loss: >500ml post vaginal delivery or >1000ml post caesarean section
S_12468,Symptom,INDICATES,D_2882,Diagnosis,Level 1,0.7
S_3,Symptom,INDICATES,D_2882,Diagnosis,Level 2,
S_12467,Symptom,INDICATES,D_2883,Diagnosis,Chief Sign,blood loss: >500ml post vaginal delivery or >1000ml post caesarean section
S_10709,Symptom,INDICATES,D_2883,Diagnosis,Level 1,0.2
S_3,Symptom,INDICATES,D_2883,Diagnosis,Level 2,
S_12467,Symptom,INDICATES,D_2884,Diagnosis,Chief Sign,blood loss: >500ml post vaginal delivery or >1000ml post caesarean section
S_10709,Symptom,INDICATES,D_2884,Diagnosis,Level 1,0.2
S_3,Symptom,INDICATES,D_2884,Diagnosis,Level 2,
S_12467,Symptom,INDICATES,D_2885,Diagnosis,Chief Sign,blood loss: >500ml post vaginal delivery or >1000ml post caesarean section
S_10709,Symptom,INDICATES,D_2885,Diagnosis,Level 1,0.2
S_3,Symptom,INDICATES,D_2885,Diagnosis,Level 2,
S_12467,Symptom,INDICATES,D_2688,Diagnosis,Chief Sign,blood loss: >500ml post vaginal delivery or >1000ml post caesarean section
S_10709,Symptom,INDICATES,D_2688,Diagnosis,Level 1,0.2
S_3,Symptom,INDICATES,D_2688,Diagnosis,Level 2,
S_12467,Symptom,INDICATES,D_2887,Diagnosis,Chief Sign,blood loss: >500ml post vaginal delivery or >1000ml post caesarean section
S_10709,Symptom,INDICATES,D_2887,Diagnosis,Level 1,0.2
S_3,Symptom,INDICATES,D_2887,Diagnosis,Level 2,
S_12467,Symptom,INDICATES,D_2888,Diagnosis,Chief Sign,blood loss: >500ml post vaginal delivery or >1000ml post caesarean section
S_12501,Symptom,INDICATES,D_2888,Diagnosis,Level 1,0.1
S_3,Symptom,INDICATES,D_2888,Diagnosis,Level 2,
S_12467,Symptom,INDICATES,D_2889,Diagnosis,Chief Sign,blood loss: >500ml post vaginal delivery or >1000ml post caesarean section
S_12501,Symptom,INDICATES,D_2889,Diagnosis,Level 1,0.1
S_3,Symptom,INDICATES,D_2889,Diagnosis,Level 2,
S_12467,Symptom,INDICATES,D_2890,Diagnosis,Chief Sign,blood loss: >500ml post vaginal delivery or >1000ml post caesarean section
S_12501,Symptom,INDICATES,D_2890,Diagnosis,Level 1,0.1
S_3,Symptom,INDICATES,D_2890,Diagnosis,Level 2,
S_12467,Symptom,INDICATES,D_2891,Diagnosis,Chief Sign,blood loss: >500ml post vaginal delivery or >1000ml post caesarean section
S_12510,Symptom,INDICATES,D_2891,Diagnosis,Level 1,0.01
S_3,Symptom,INDICATES,D_2891,Diagnosis,Level 2,
S_12467,Symptom,INDICATES,D_2892,Diagnosis,Chief Sign,blood loss: >500ml post vaginal delivery or >1000ml post caesarean section
S_12510,Symptom,INDICATES,D_2892,Diagnosis,Level 1,0.01
S_3,Symptom,INDICATES,D_2892,Diagnosis,Level 2,
S_12467,Symptom,INDICATES,D_2893,Diagnosis,Chief Sign,blood loss: >500ml post vaginal delivery or >1000ml post caesarean section
S_12510,Symptom,INDICATES,D_2893,Diagnosis,Level 1,0.01
S_3,Symptom,INDICATES,D_2893,Diagnosis,Level 2,
S_12467,Symptom,INDICATES,D_709,Diagnosis,Chief Sign,blood loss: >500ml post vaginal delivery or >1000ml post caesarean section
S_12510,Symptom,INDICATES,D_709,Diagnosis,Level 1,0.01
S_3,Symptom,INDICATES,D_709,Diagnosis,Level 2,
S_12467,Symptom,INDICATES,D_536,Diagnosis,Chief Sign,blood loss: >500ml post vaginal delivery or >1000ml post caesarean section
S_12510,Symptom,INDICATES,D_536,Diagnosis,Level 1,0.01
S_3,Symptom,INDICATES,D_536,Diagnosis,Level 2,
S_12467,Symptom,INDICATES,D_2896,Diagnosis,Chief Sign,blood loss: >500ml post vaginal delivery or >1000ml post caesarean section
S_12510,Symptom,INDICATES,D_2896,Diagnosis,Level 1,0.01
S_3,Symptom,INDICATES,D_2896,Diagnosis,Level 2,
S_12467,Symptom,INDICATES,D_2897,Diagnosis,Chief Sign,blood loss: >500ml post vaginal delivery or >1000ml post caesarean section
S_12510,Symptom,INDICATES,D_2897,Diagnosis,Level 1,0.01
S_3,Symptom,INDICATES,D_2897,Diagnosis,Level 2,
S_12530,Symptom,INDICATES,D_2898,Diagnosis,Chief Sign,
S_2508,Symptom,INDICATES,D_2898,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_2898,Diagnosis,Level 2,
S_12530,Symptom,INDICATES,D_2899,Diagnosis,Chief Sign,
S_2508,Symptom,INDICATES,D_2899,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_2899,Diagnosis,Level 2,
S_12530,Symptom,INDICATES,D_2900,Diagnosis,Chief Sign,
S_2508,Symptom,INDICATES,D_2900,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_2900,Diagnosis,Level 2,
S_12530,Symptom,INDICATES,D_2901,Diagnosis,Chief Sign,
S_2508,Symptom,INDICATES,D_2901,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_2901,Diagnosis,Level 2,
S_12530,Symptom,INDICATES,D_2902,Diagnosis,Chief Sign,
S_2527,Symptom,INDICATES,D_2902,Diagnosis,Level 1,
S_12544,Symptom,INDICATES,D_2902,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2902,Diagnosis,Level 3,
S_12530,Symptom,INDICATES,D_2903,Diagnosis,Chief Sign,
S_2527,Symptom,INDICATES,D_2903,Diagnosis,Level 1,
S_12544,Symptom,INDICATES,D_2903,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2903,Diagnosis,Level 3,
S_12530,Symptom,INDICATES,D_2904,Diagnosis,Chief Sign,
S_2527,Symptom,INDICATES,D_2904,Diagnosis,Level 1,
S_12544,Symptom,INDICATES,D_2904,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2904,Diagnosis,Level 3,
S_12530,Symptom,INDICATES,D_293,Diagnosis,Chief Sign,
S_2527,Symptom,INDICATES,D_293,Diagnosis,Level 1,
S_12544,Symptom,INDICATES,D_293,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_293,Diagnosis,Level 3,
S_12530,Symptom,INDICATES,D_2906,Diagnosis,Chief Sign,
S_2527,Symptom,INDICATES,D_2906,Diagnosis,Level 1,
S_12544,Symptom,INDICATES,D_2906,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2906,Diagnosis,Level 3,
S_12530,Symptom,INDICATES,D_2907,Diagnosis,Chief Sign,
S_2527,Symptom,INDICATES,D_2907,Diagnosis,Level 1,
S_12564,Symptom,INDICATES,D_2907,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2907,Diagnosis,Level 3,
S_12530,Symptom,INDICATES,D_2908,Diagnosis,Chief Sign,
S_2527,Symptom,INDICATES,D_2908,Diagnosis,Level 1,
S_12564,Symptom,INDICATES,D_2908,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2908,Diagnosis,Level 3,
S_12530,Symptom,INDICATES,D_2909,Diagnosis,Chief Sign,
S_2527,Symptom,INDICATES,D_2909,Diagnosis,Level 1,
S_12564,Symptom,INDICATES,D_2909,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2909,Diagnosis,Level 3,
S_12530,Symptom,INDICATES,D_2910,Diagnosis,Chief Sign,
S_12404,Symptom,INDICATES,D_2910,Diagnosis,Level 1,
S_12576,Symptom,INDICATES,D_2910,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2910,Diagnosis,Level 3,
S_12530,Symptom,INDICATES,D_2911,Diagnosis,Chief Sign,
S_12404,Symptom,INDICATES,D_2911,Diagnosis,Level 1,
S_12576,Symptom,INDICATES,D_2911,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2911,Diagnosis,Level 3,
S_12530,Symptom,INDICATES,D_2912,Diagnosis,Chief Sign,
S_12404,Symptom,INDICATES,D_2912,Diagnosis,Level 1,
S_12576,Symptom,INDICATES,D_2912,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2912,Diagnosis,Level 3,
S_12530,Symptom,INDICATES,D_2913,Diagnosis,Chief Sign,
S_12404,Symptom,INDICATES,D_2913,Diagnosis,Level 1,
S_12588,Symptom,INDICATES,D_2913,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2913,Diagnosis,Level 3,
S_12530,Symptom,INDICATES,D_2914,Diagnosis,Chief Sign,
S_12404,Symptom,INDICATES,D_2914,Diagnosis,Level 1,
S_12588,Symptom,INDICATES,D_2914,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2914,Diagnosis,Level 3,
S_12594,Symptom,INDICATES,D_2915,Diagnosis,Chief Sign,
S_12595,Symptom,INDICATES,D_2915,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_2915,Diagnosis,Level 2,
S_12594,Symptom,INDICATES,D_2916,Diagnosis,Chief Sign,
S_12595,Symptom,INDICATES,D_2916,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_2916,Diagnosis,Level 2,
S_12594,Symptom,INDICATES,D_2917,Diagnosis,Chief Sign,
S_12595,Symptom,INDICATES,D_2917,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_2917,Diagnosis,Level 2,
S_12594,Symptom,INDICATES,D_2918,Diagnosis,Chief Sign,
S_12595,Symptom,INDICATES,D_2918,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_2918,Diagnosis,Level 2,
S_12594,Symptom,INDICATES,D_2919,Diagnosis,Chief Sign,
S_12607,Symptom,INDICATES,D_2919,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_2919,Diagnosis,Level 2,
S_12594,Symptom,INDICATES,D_2920,Diagnosis,Chief Sign,
S_12607,Symptom,INDICATES,D_2920,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_2920,Diagnosis,Level 2,
S_12594,Symptom,INDICATES,D_2921,Diagnosis,Chief Sign,
S_12607,Symptom,INDICATES,D_2921,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_2921,Diagnosis,Level 2,
S_12594,Symptom,INDICATES,D_2922,Diagnosis,Chief Sign,
S_12607,Symptom,INDICATES,D_2922,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_2922,Diagnosis,Level 2,
S_12594,Symptom,INDICATES,D_722,Diagnosis,Chief Sign,
S_12607,Symptom,INDICATES,D_722,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_722,Diagnosis,Level 2,
S_12621,Symptom,INDICATES,D_2924,Diagnosis,Chief Sign,
S_12622,Symptom,INDICATES,D_2924,Diagnosis,Level 1,
S_12623,Symptom,INDICATES,D_2924,Diagnosis,Level 2,
S_12624,Symptom,INDICATES,D_2924,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_2924,Diagnosis,Level 4,
S_12621,Symptom,INDICATES,D_2925,Diagnosis,Chief Sign,
S_12622,Symptom,INDICATES,D_2925,Diagnosis,Level 1,
S_12623,Symptom,INDICATES,D_2925,Diagnosis,Level 2,
S_12629,Symptom,INDICATES,D_2925,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_2925,Diagnosis,Level 4,
S_12621,Symptom,INDICATES,D_2926,Diagnosis,Chief Sign,
S_12622,Symptom,INDICATES,D_2926,Diagnosis,Level 1,
S_12623,Symptom,INDICATES,D_2926,Diagnosis,Level 2,
S_12634,Symptom,INDICATES,D_2926,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_2926,Diagnosis,Level 4,
S_12621,Symptom,INDICATES,D_2927,Diagnosis,Chief Sign,
S_12622,Symptom,INDICATES,D_2927,Diagnosis,Level 1,
S_12623,Symptom,INDICATES,D_2927,Diagnosis,Level 2,
S_12634,Symptom,INDICATES,D_2927,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_2927,Diagnosis,Level 4,
S_12621,Symptom,INDICATES,D_2928,Diagnosis,Chief Sign,
S_12622,Symptom,INDICATES,D_2928,Diagnosis,Level 1,
S_187,Symptom,INDICATES,D_2928,Diagnosis,Level 2,
S_12644,Symptom,INDICATES,D_2928,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_2928,Diagnosis,Level 4,
S_12621,Symptom,INDICATES,D_2929,Diagnosis,Chief Sign,
S_12622,Symptom,INDICATES,D_2929,Diagnosis,Level 1,
S_187,Symptom,INDICATES,D_2929,Diagnosis,Level 2,
S_12644,Symptom,INDICATES,D_2929,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_2929,Diagnosis,Level 4,
S_12621,Symptom,INDICATES,D_2930,Diagnosis,Chief Sign,
S_12622,Symptom,INDICATES,D_2930,Diagnosis,Level 1,
S_187,Symptom,INDICATES,D_2930,Diagnosis,Level 2,
S_12644,Symptom,INDICATES,D_2930,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_2930,Diagnosis,Level 4,
S_12621,Symptom,INDICATES,D_2931,Diagnosis,Chief Sign,
S_12622,Symptom,INDICATES,D_2931,Diagnosis,Level 1,
S_187,Symptom,INDICATES,D_2931,Diagnosis,Level 2,
S_12644,Symptom,INDICATES,D_2931,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_2931,Diagnosis,Level 4,
S_12621,Symptom,INDICATES,D_2932,Diagnosis,Chief Sign,
S_12622,Symptom,INDICATES,D_2932,Diagnosis,Level 1,
S_187,Symptom,INDICATES,D_2932,Diagnosis,Level 2,
S_12664,Symptom,INDICATES,D_2932,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_2932,Diagnosis,Level 4,
S_12621,Symptom,INDICATES,D_2933,Diagnosis,Chief Sign,
S_12622,Symptom,INDICATES,D_2933,Diagnosis,Level 1,
S_222,Symptom,INDICATES,D_2933,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2933,Diagnosis,Level 3,
S_12621,Symptom,INDICATES,D_2934,Diagnosis,Chief Sign,
S_12622,Symptom,INDICATES,D_2934,Diagnosis,Level 1,
S_222,Symptom,INDICATES,D_2934,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2934,Diagnosis,Level 3,
S_12621,Symptom,INDICATES,D_2935,Diagnosis,Chief Sign,
S_12622,Symptom,INDICATES,D_2935,Diagnosis,Level 1,
S_222,Symptom,INDICATES,D_2935,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2935,Diagnosis,Level 3,
S_12621,Symptom,INDICATES,D_2936,Diagnosis,Chief Sign,
S_12622,Symptom,INDICATES,D_2936,Diagnosis,Level 1,
S_222,Symptom,INDICATES,D_2936,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2936,Diagnosis,Level 3,
S_12621,Symptom,INDICATES,D_2937,Diagnosis,Chief Sign,
S_12622,Symptom,INDICATES,D_2937,Diagnosis,Level 1,
S_222,Symptom,INDICATES,D_2937,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2937,Diagnosis,Level 3,
S_12621,Symptom,INDICATES,D_2938,Diagnosis,Chief Sign,
S_12622,Symptom,INDICATES,D_2938,Diagnosis,Level 1,
S_222,Symptom,INDICATES,D_2938,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2938,Diagnosis,Level 3,
S_12621,Symptom,INDICATES,D_2939,Diagnosis,Chief Sign,
S_12622,Symptom,INDICATES,D_2939,Diagnosis,Level 1,
S_222,Symptom,INDICATES,D_2939,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2939,Diagnosis,Level 3,
S_12621,Symptom,INDICATES,D_2940,Diagnosis,Chief Sign,
S_12695,Symptom,INDICATES,D_2940,Diagnosis,Level 1,
S_12696,Symptom,INDICATES,D_2940,Diagnosis,Level 2,
S_12697,Symptom,INDICATES,D_2940,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_2940,Diagnosis,Level 4,
S_12621,Symptom,INDICATES,D_2941,Diagnosis,Chief Sign,
S_12695,Symptom,INDICATES,D_2941,Diagnosis,Level 1,
S_12696,Symptom,INDICATES,D_2941,Diagnosis,Level 2,
S_12702,Symptom,INDICATES,D_2941,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_2941,Diagnosis,Level 4,
S_12621,Symptom,INDICATES,D_2942,Diagnosis,Chief Sign,
S_12695,Symptom,INDICATES,D_2942,Diagnosis,Level 1,
S_12696,Symptom,INDICATES,D_2942,Diagnosis,Level 2,
S_12702,Symptom,INDICATES,D_2942,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_2942,Diagnosis,Level 4,
S_12621,Symptom,INDICATES,D_2943,Diagnosis,Chief Sign,
S_12695,Symptom,INDICATES,D_2943,Diagnosis,Level 1,
S_12711,Symptom,INDICATES,D_2943,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2943,Diagnosis,Level 3,
S_12621,Symptom,INDICATES,D_2944,Diagnosis,Chief Sign,
S_12695,Symptom,INDICATES,D_2944,Diagnosis,Level 1,
S_12711,Symptom,INDICATES,D_2944,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2944,Diagnosis,Level 3,
S_12717,Symptom,INDICATES,D_2945,Diagnosis,Chief Sign,
S_12718,Symptom,INDICATES,D_2945,Diagnosis,Level 1,
S_3522,Symptom,INDICATES,D_2945,Diagnosis,Level 2,
S_1950,Symptom,INDICATES,D_2945,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_2945,Diagnosis,Level 4,
S_12717,Symptom,INDICATES,D_2946,Diagnosis,Chief Sign,
S_12718,Symptom,INDICATES,D_2946,Diagnosis,Level 1,
S_3522,Symptom,INDICATES,D_2946,Diagnosis,Level 2,
S_1950,Symptom,INDICATES,D_2946,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_2946,Diagnosis,Level 4,
S_12717,Symptom,INDICATES,D_2924,Diagnosis,Chief Sign,
S_12718,Symptom,INDICATES,D_2924,Diagnosis,Level 1,
S_3522,Symptom,INDICATES,D_2924,Diagnosis,Level 2,
S_1950,Symptom,INDICATES,D_2924,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_2924,Diagnosis,Level 4,
S_12717,Symptom,INDICATES,D_2948,Diagnosis,Chief Sign,
S_12718,Symptom,INDICATES,D_2948,Diagnosis,Level 1,
S_3522,Symptom,INDICATES,D_2948,Diagnosis,Level 2,
S_1950,Symptom,INDICATES,D_2948,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_2948,Diagnosis,Level 4,
S_12717,Symptom,INDICATES,D_2949,Diagnosis,Chief Sign,
S_12718,Symptom,INDICATES,D_2949,Diagnosis,Level 1,
S_3522,Symptom,INDICATES,D_2949,Diagnosis,Level 2,
S_1950,Symptom,INDICATES,D_2949,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_2949,Diagnosis,Level 4,
S_12717,Symptom,INDICATES,D_2950,Diagnosis,Chief Sign,
S_12718,Symptom,INDICATES,D_2950,Diagnosis,Level 1,
S_3522,Symptom,INDICATES,D_2950,Diagnosis,Level 2,
S_1934,Symptom,INDICATES,D_2950,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_2950,Diagnosis,Level 4,
S_12717,Symptom,INDICATES,D_2951,Diagnosis,Chief Sign,
S_12718,Symptom,INDICATES,D_2951,Diagnosis,Level 1,
S_3522,Symptom,INDICATES,D_2951,Diagnosis,Level 2,
S_1934,Symptom,INDICATES,D_2951,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_2951,Diagnosis,Level 4,
S_12717,Symptom,INDICATES,D_2952,Diagnosis,Chief Sign,
S_12718,Symptom,INDICATES,D_2952,Diagnosis,Level 1,
S_3466,Symptom,INDICATES,D_2952,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2952,Diagnosis,Level 3,
S_12717,Symptom,INDICATES,D_2953,Diagnosis,Chief Sign,
S_12718,Symptom,INDICATES,D_2953,Diagnosis,Level 1,
S_3466,Symptom,INDICATES,D_2953,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2953,Diagnosis,Level 3,
S_12717,Symptom,INDICATES,D_2954,Diagnosis,Chief Sign,
S_12718,Symptom,INDICATES,D_2954,Diagnosis,Level 1,
S_3466,Symptom,INDICATES,D_2954,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2954,Diagnosis,Level 3,
S_12717,Symptom,INDICATES,D_1009,Diagnosis,Chief Sign,
S_12718,Symptom,INDICATES,D_1009,Diagnosis,Level 1,
S_3466,Symptom,INDICATES,D_1009,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_1009,Diagnosis,Level 3,
S_12717,Symptom,INDICATES,D_2956,Diagnosis,Chief Sign,
S_12718,Symptom,INDICATES,D_2956,Diagnosis,Level 1,
S_3466,Symptom,INDICATES,D_2956,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_2956,Diagnosis,Level 3,
S_12717,Symptom,INDICATES,D_2957,Diagnosis,Chief Sign,
S_12773,Symptom,INDICATES,D_2957,Diagnosis,Level 1,
S_3522,Symptom,INDICATES,D_2957,Diagnosis,Level 2,
S_1950,Symptom,INDICATES,D_2957,Diagnosis,Level 3,
S_1950,Symptom,INDICATES,D_2957,Diagnosis,Level 4,
S_3,Symptom,INDICATES,D_2957,Diagnosis,Level 5,
S_12717,Symptom,INDICATES,D_2958,Diagnosis,Chief Sign,
S_12773,Symptom,INDICATES,D_2958,Diagnosis,Level 1,
S_3522,Symptom,INDICATES,D_2958,Diagnosis,Level 2,
S_1950,Symptom,INDICATES,D_2958,Diagnosis,Level 3,
S_1950,Symptom,INDICATES,D_2958,Diagnosis,Level 4,
S_3,Symptom,INDICATES,D_2958,Diagnosis,Level 5,
S_12717,Symptom,INDICATES,D_2948,Diagnosis,Chief Sign,
S_12773,Symptom,INDICATES,D_2948,Diagnosis,Level 1,
S_3522,Symptom,INDICATES,D_2948,Diagnosis,Level 2,
S_1950,Symptom,INDICATES,D_2948,Diagnosis,Level 3,
S_12788,Symptom,INDICATES,D_2948,Diagnosis,Level 4,
S_3,Symptom,INDICATES,D_2948,Diagnosis,Level 5,
S_12717,Symptom,INDICATES,D_2960,Diagnosis,Chief Sign,
S_12773,Symptom,INDICATES,D_2960,Diagnosis,Level 1,
S_3522,Symptom,INDICATES,D_2960,Diagnosis,Level 2,
S_1950,Symptom,INDICATES,D_2960,Diagnosis,Level 3,
S_12788,Symptom,INDICATES,D_2960,Diagnosis,Level 4,
S_3,Symptom,INDICATES,D_2960,Diagnosis,Level 5,
S_12717,Symptom,INDICATES,D_1488,Diagnosis,Chief Sign,
S_12773,Symptom,INDICATES,D_1488,Diagnosis,Level 1,
S_3522,Symptom,INDICATES,D_1488,Diagnosis,Level 2,
