id,name,type,notes,general_notes,life_threatening,definitions
D_1957,narcotics,Diagnosis,,,,
D_1958,anti-psychotics,Diagnosis,,,,
D_1959,anti-androgens,Diagnosis,,,,
D_1962,hallucinogens,Diagnosis,,,,
D_1963,mood_disorders,Diagnosis,,,,
D_1964,anxiety_disorders,Diagnosis,,,,
D_1967,interpersonal__issues,Diagnosis,e.g. lack of trust in partner,,,
D_1968,psychosis/delusions,Diagnosis,,,,
D_1969,previous_psyco-social_trauma,Diagnosis,e.g. abuse,,,
D_1970,prolactin,Diagnosis,,,,
D_1971,gh,Diagnosis,,,,
D_1972,acth,Diagnosis,,,,
D_1973,tsh,Diagnosis,,,,
D_1974,lh/fsh,Diagnosis,,,,
D_1975,mixed,Diagnosis,,,,
D_1977,null_cell_adenoma,Diagnosis,,,,
D_1978,physiological,Diagnosis,e.g. pregnancy,,,
D_1979,compensation,Diagnosis,e.g. hypothyroidism,,,
D_1980,stimulatory,Diagnosis,"e.g. ectopic gnrh, crh",,,
D_1983,hamartoma,Diagnosis,,,,
D_1984,craniopharyngioma,Diagnosis,,,,
D_1985,meningioma,Diagnosis,,,,
D_1987,glioma,Diagnosis,,,,
D_1988,ependymoma,Diagnosis,,,,
D_1989,metastatic,Diagnosis,,,,
D_1991,autoimmune,Diagnosis,,,,
D_1992,giant_cell_granuloma,Diagnosis,,,,
D_1993,langerhans_cell,Diagnosis,,,,
D_1994,histiocytosis,Diagnosis,,,,
D_1996,hypersecretion,Diagnosis,,,,
D_1998,hyposecretion,Diagnosis,,,,
D_2000,skeletal_dysplasias,Diagnosis,e.g. achondroplasia,,,
D_2001,rickets,Diagnosis,,,,
D_2002,primary_malnutrition,Diagnosis,,,,
D_2004,deprivation,Diagnosis,,,,
D_2005,cushings_disease,Diagnosis,,,,
D_2006,gh_deficiency,Diagnosis,,,,
D_2007,igf-1_deficiency,Diagnosis,e.g. laron dwarfism,,,
D_2011,glucocorticoids,Diagnosis,,,,
D_2014,bone_maarow_transplant,Diagnosis,,,,
D_2015,gi,Diagnosis,"e.g. celiac, ibd",,,
D_2018,cardiopulmonary,Diagnosis,"e.g. cystic fibrosis, chf",,,
D_2019,inborn_metabolism_error,Diagnosis,,,,
D_2020,immunologic,Diagnosis,,,,
D_2021,intrauterine_growth_retardation,Diagnosis,,,,
D_2022,bulimia_nervosa,Diagnosis,,,,
D_2025,trisomy_21,Diagnosis,,,,
D_2026,noonan_syndrome,Diagnosis,,,,
D_2027,prader-willi_syndrome,Diagnosis,,,,
D_2028,russell-silver_syndrome,Diagnosis,,,,
D_2029,turner_syndrome,Diagnosis,,,,
D_2030,familial_shor_stature,Diagnosis,,,,
D_2031,constitutional_short_stature_(late_bloomer),Diagnosis,,,,
D_2032,familial_tall_stature,Diagnosis,,,,
D_2033,xyy_syndrome,Diagnosis,,,,
D_2034,adrenal_tumor,Diagnosis,,,,
D_2035,ovarian_tumor,Diagnosis,,,,
D_2036,testotoxicosis,Diagnosis,,,,
D_2038,exogenous_obesity,Diagnosis,,,,
D_2039,gh_excess,Diagnosis,,,,
D_2041,constitutional_tall_stature,Diagnosis,early bloomer,,,
D_2043,sotos_syndrome/_cerebral_gigantism,Diagnosis,,,,
D_2044,marfans_syndrome,Diagnosis,,,,
D_2045,homocystinuria,Diagnosis,,,,
D_2046,sex_steroid_deficiency/resistance,Diagnosis,,,,
D_2048,bechwith-weidmann_syndrome,Diagnosis,normalizing growth after birth,,,
D_2049,weaver_syndrome,Diagnosis,,,,
D_2051,neurofibromatosis_1,Diagnosis,,,,
D_2053,progessive,Diagnosis,,,,
D_2054,polyphagia,Diagnosis,,,,
D_2055,high_fat_diet,Diagnosis,,,,
D_2056,socioeconomic,Diagnosis,,,,
D_2057,ethnicity,Diagnosis,,,,
D_2058,psychological,Diagnosis,,,,
D_2059,drugs/hormones,Diagnosis,,,,
D_2060,tube_feeding,Diagnosis,,,,
D_2061,hypothalamic_surgery,Diagnosis,,,,
D_2069,hypothalamic_obesity,Diagnosis,,,,
D_2070,autosomal_dominant,Diagnosis,,,,
D_2071,autosomal_recessive,Diagnosis,,,,
D_2072,x-linked,Diagnosis,,,,
D_2073,chromosomal_abnormality,Diagnosis,,,,
D_2079,see_imaging_section,Diagnosis,,,,
D_2080,refer_to_blood_work_and_imaging_sections,Diagnosis,,,,
D_2082,hypercapnea,Diagnosis,,,,
D_2083,hyper/hypo_na,Diagnosis,,,,
D_2084,hyper/hypo_ca,Diagnosis,,,,
D_2085,hyper/hypo_k,Diagnosis,,,,
D_2087,postictal,Diagnosis,,,,
D_2088,concussion,Diagnosis,,,,
D_2090,encephalitis,Diagnosis,,,,
D_2091,epidural_hemorrhage,Diagnosis,,,,
D_2092,subdural_hemorrhage,Diagnosis,,,,
D_2093,intracranial_hemorrhage,Diagnosis,,,,
D_2096,post-isctal,Diagnosis,,,,
D_2100,traumatic,Diagnosis,,,,
D_2101,ischemia/infarction,Diagnosis,,,,
D_2102,neoplastic_abscess,Diagnosis,,,,
D_2103,skull_fracture,Diagnosis,,,,
D_2104,subdural_hematoma,Diagnosis,,,,
D_2105,intracranial_bleeding,Diagnosis,,,,
D_2110,herniation,Diagnosis,,,,
D_2111,brain_stem_lesion,Diagnosis,,,,
D_2112,hypertensive_encephalopathy,Diagnosis,,,,
D_2114,ttp,Diagnosis,,,,
D_2116,hypoxemia,Diagnosis,,,,
D_2117,multiple_emboli,Diagnosis,,,,
D_2120,trauma/concussion,Diagnosis,,,,
D_2121,post-ictal,Diagnosis,,,,
D_2122,liver/renal_failure,Diagnosis,,,,
D_2123,carbon_dioxide_narcosis,Diagnosis,,,,
D_2125,hypernatremia,Diagnosis,,,,
D_2127,hypermagnesemia,Diagnosis,,,,
D_2128,hyperthermia,Diagnosis,,,,
D_2129,thyroid_storm,Diagnosis,,,,
D_2132,b12/thiamine_deficiency,Diagnosis,,,,
D_2133,hyponatremia,Diagnosis,,,,
D_2134,hypocalcemia,Diagnosis,,,,
D_2137,myxedema_coma,Diagnosis,,,,
D_2138,alcohols,Diagnosis,,,,
D_2139,barbituates,Diagnosis,,,,
D_2140,tranquilizers,Diagnosis,,,,
D_2142,locked-in_syndrome,Diagnosis,,,,
D_2143,stupor,Diagnosis,,,,
D_2144,persistent_vegetative_state,Diagnosis,,,,
D_2145,wernickes_aphasia,Diagnosis,,,,
D_2146,conduction_aphasia,Diagnosis,,,,
D_2147,transcortical_sensory_aphasia,Diagnosis,,,,
D_2148,anomic_aphasia,Diagnosis,,,,
D_2149,global_aphasia,Diagnosis,,,,
D_2150,brocas_aphasia,Diagnosis,,,,
D_2151,mixed_transcortical_aphasia,Diagnosis,,,,
D_2152,transcortical_motor_aphasia,Diagnosis,,,,
D_2153,fracture,Diagnosis,,"red flags: bowel or bladder dysfunction, saddle paresthesia, constitutional symptoms, parasthesis, age >50, <18, iv drug use, neuromotor deficits, nocturnal pain, high energy trauma, past history of neoplasm",,
D_2154,tumor/infection,Diagnosis,,"red flags: bowel or bladder dysfunction, saddle paresthesia, constitutional symptoms, parasthesis, age >50, <18, iv drug use, neuromotor deficits, nocturnal pain, high energy trauma, past history of neoplasm",,
D_2155,cauda_equina_syndrome,Diagnosis,,"red flags: bowel or bladder dysfunction, saddle paresthesia, constitutional symptoms, parasthesis, age >50, <18, iv drug use, neuromotor deficits, nocturnal pain, high energy trauma, past history of neoplasm",,
D_2156,unresolved_radicular_symptoms,Diagnosis,,"red flags: bowel or bladder dysfunction, saddle paresthesia, constitutional symptoms, parasthesis, age >50, <18, iv drug use, neuromotor deficits, nocturnal pain, high energy trauma, past history of neoplasm",,
D_2157,myelopathic,Diagnosis,,"red flags: bowel or bladder dysfunction, saddle paresthesia, constitutional symptoms, parasthesis, age >50, <18, iv drug use, neuromotor deficits, nocturnal pain, high energy trauma, past history of neoplasm",,
D_2158,spondyloarthropathies_or_osteoarthritis,Diagnosis,,"red flags: bowel or bladder dysfunction, saddle paresthesia, constitutional symptoms, parasthesis, age >50, <18, iv drug use, neuromotor deficits, nocturnal pain, high energy trauma, past history of neoplasm",,
D_2159,normal_pressure_hydrocephalus,Diagnosis,,,,
D_2160,chronic_meningitis,Diagnosis,,,,
D_2161,chronic_drug_abuse,Diagnosis,,,,
D_2167,parkinsons_disease_with_dementia,Diagnosis,,,,
D_2168,huntingtons_dosease,Diagnosis,,,,
D_2169,creutzfeldt-jakob_disease,Diagnosis,,,,
D_2170,paraneoplastic_disorder,Diagnosis,,,,
D_2171,fronto-temporal_dementia,Diagnosis,,,,
D_2172,vascular_dementia,Diagnosis,,,,
D_2173,alzheimers_dementia,Diagnosis,,,,
D_2174,dementia_with_lewy_bodies,Diagnosis,,,,
D_2176,delirium,Diagnosis,,,,
D_2177,amnestic_mild_cognitive_impairment,Diagnosis,,,,
D_2178,non-amnestic_mild_cognitive_impairment,Diagnosis,,,,
D_2179,motor_neuron_disease,Diagnosis,,,,
D_2180,"lesion_of_cranial_nerves_vii,_ix,_x,_xii",Diagnosis,,,,
D_2182,muscular_dystrophy,Diagnosis,,,,
D_2183,bilateral_lacunar_internal_capsular_strokes,Diagnosis,,,,
D_2185,amyothrophic_lateral_sclerosis,Diagnosis,,,,
D_2186,spinal-cerebellar_ataxia,Diagnosis,,,,
D_2189,tumour,Diagnosis,,,,
D_2191,parkinsons_disease,Diagnosis,,,,
D_2192,cardiac,Diagnosis,,,,
D_2193,non-cardiac,Diagnosis,,,,
D_2194,vision,Diagnosis,,,,
D_2195,vestibular,Diagnosis,,,,
D_2197,proprioception,Diagnosis,,,,
D_2199,parkinsonism,Diagnosis,,,,
D_2200,cognition,Diagnosis,,,,
D_2203,weakness,Diagnosis,,,,
D_2204,decreased_balance,Diagnosis,,,,
D_2205,gait_abnormalities,Diagnosis,,,,
D_2206,arthritis,Diagnosis,,,,
D_2207,polypharmacy_-_esp._>4_medications,Diagnosis,,,,
D_2208,psychothropics,Diagnosis,,,,
D_2209,rugs,Diagnosis,,,,
D_2210,stairs,Diagnosis,,,,
D_2211,lighting,Diagnosis,,,,
D_2212,movement_disorders,Diagnosis,,,,
D_2214,visual,Diagnosis,,,,
D_2215,proprioceptive,Diagnosis,,,,
D_2216,fragile_x,Diagnosis,,,,
D_2217,spinocerebellar_ataxia,Diagnosis,,,,
D_2218,friedrichs_ataxia,Diagnosis,,,,
D_2219,telangiectasia,Diagnosis,,,,
D_2220,hyperammonemia,Diagnosis,,,,
D_2221,aminoaciduria,Diagnosis,,,,
D_2222,pyruvate/lactic_acid,Diagnosis,,,,
D_2223,tay-sachs_disease,Diagnosis,,,,
D_2224,niemann-pick_disease,Diagnosis,,,,
D_2228,nutrition,Diagnosis,,,,
D_2229,metabolic,Diagnosis,,,,
D_2233,primary_cough_headache,Diagnosis,,,,
D_2234,primary_exertional_headache,Diagnosis,,,,
D_2235,primary_stabbing_headache,Diagnosis,,,,
D_2236,migraine_(throbbing/pulsating),Diagnosis,,,,
D_2237,"tension/stress_headache_(tightening,_band-like,_dull)",Diagnosis,,,,
D_2238,"cluster_headache_(orbital,_sharp,_autonomic,_dysfunction)",Diagnosis,,,,
D_2239,hemicranial_continua,Diagnosis,,,,
D_2240,"trigeminal_neuralgia_(shooting,_stabbing)",Diagnosis,,,,
D_2241,sinusitis,Diagnosis,,"red flags: systemic symptoms, focal neurological signs, sudden onset, old age, progressive signs of increased intracranial pressure",,
D_2242,dental_abscess,Diagnosis,,"red flags: systemic symptoms, focal neurological signs, sudden onset, old age, progressive signs of increased intracranial pressure",,
D_2243,glaucoma,Diagnosis,,"red flags: systemic symptoms, focal neurological signs, sudden onset, old age, progressive signs of increased intracranial pressure",,
D_2244,traumatic_brain_injury,Diagnosis,,"red flags: systemic symptoms, focal neurological signs, sudden onset, old age, progressive signs of increased intracranial pressure",,
D_2245,acute_mountain_sickness,Diagnosis,,"red flags: systemic symptoms, focal neurological signs, sudden onset, old age, progressive signs of increased intracranial pressure",,
D_2246,analgesic_induced_headache,Diagnosis,,"red flags: systemic symptoms, focal neurological signs, sudden onset, old age, progressive signs of increased intracranial pressure",,
D_2247,substance_withdrawal,Diagnosis,,"red flags: systemic symptoms, focal neurological signs, sudden onset, old age, progressive signs of increased intracranial pressure",,
D_2248,aphasia,Diagnosis,,,,
D_2249,apraxia,Diagnosis,,,,
D_2250,agnosia,Diagnosis,,,,
D_2251,agraphia,Diagnosis,,,,
D_2252,acalculia,Diagnosis,,,,
D_2253,alexia,Diagnosis,,,,
D_2254,anomia,Diagnosis,,,,
D_2255,anosognosia,Diagnosis,,,,
D_2256,asterognosia,Diagnosis,,,,
D_2257,seizures,Diagnosis,,,,
D_2258,personality_changes,Diagnosis,,,,
D_2259,"cognition/confusion,_dementia",Diagnosis,,,,
D_2260,+/-_sensory_loss,Diagnosis,,,,
D_2261,may_be_without_sensory_loss,Diagnosis,,,,
D_2262,may_be_combined_with_contralateral_sensory_loss,Diagnosis,,,,
D_2263,diplopia,Diagnosis,,,,
D_2264,dysarthria,Diagnosis,,,,
D_2265,dysphagia,Diagnosis,,,,
D_2266,ptosis,Diagnosis,,,,
D_2268,cranial_nerve_palsies,Diagnosis,,,,
D_2269,_crossed__sensory_findings:_ipsilateral_facial_and_contralateral_extremity_findings,Diagnosis,,,,
D_2270,"brown-sequard_syndrome_(sensory_loss_to_pain_and_temperature_contralateral_to_weakness,_vibration_and_proprioception_loss_ipsilateral_to_weakness)",Diagnosis,,,,
D_2271,deep,Diagnosis,"less well-localized, dull, longer duration",,,
D_2272,superficial,Diagnosis,"well-localized, sharp, short duration",,,
D_2273,visceral,Diagnosis,"from organ/cavity lining, poorly localized, crampy, diffuse, deep sensation",,,
D_2275,post-herpetic_neuralgia,Diagnosis,,,,
D_2276,neuroma,Diagnosis,,,,
D_2278,complex_regional_pain_syndrome,Diagnosis,,,,
D_2279,phantom_limb,Diagnosis,,,,
D_2281,spinal_injury,Diagnosis,,,,
D_2282,tourettes_syndrome,Diagnosis,,,,
D_2283,attention_deficit_hyperactivity_disorder,Diagnosis,,,,
D_2284,obsessive_compulsive_disorder,Diagnosis,,,,
D_2285,generalized_dystonia,Diagnosis,,,,
D_2286,writers_cramp,Diagnosis,,,,
D_2287,blepharospasm,Diagnosis,,,,
D_2288,cervical_dystonia,Diagnosis,,,,
D_2289,stereotypies,Diagnosis,,,,
D_2290,epilepsy,Diagnosis,,,,
D_2291,toxic/metabolic,Diagnosis,,,,
D_2292,huntingtons_disease,Diagnosis,,,,
D_2293,athetosis,Diagnosis,,,,
D_2294,ballism,Diagnosis,,,,
D_2295,cerebellar_disease,Diagnosis,"e.g. spinocerebellar ataxia, vitamin e deficiency, stroke, multiple sclerosis",,,
D_2297,midbrain_tremor,Diagnosis,,,,
D_2298,wilson’s_disease,Diagnosis,,,,
D_2299,progressive_supranuclear_palsy,Diagnosis,,,,
D_2300,multiple_system_atrophy,Diagnosis,,,,
D_2301,drug-­induced_parkinsonism,Diagnosis,,,,
D_2302,enhanced_physiologic_change,Diagnosis,,,,
D_2303,essential_tremor,Diagnosis,,,,
D_2304,dystonia,Diagnosis,,,,
D_2305,"metabolic_etiology_(thyroid,_liver,_kidney)",Diagnosis,,,,
D_2306,"drugs_(lithium,_amiodarone,_valproate)",Diagnosis,,,,
D_2307,resting_tremor,Diagnosis,,,,
D_2308,cogwheel_rigidity,Diagnosis,,,,
D_2309,akinesia/bradykinesia,Diagnosis,,,,
D_2310,postural_instability,Diagnosis,,,,
D_2311,neuroleptics,Diagnosis,,,,
D_2312,haloperidol,Diagnosis,,,,
D_2313,metoclopramide,Diagnosis,,,,
D_2314,prochlorperazine,Diagnosis,,,,
D_2316,verapamil,Diagnosis,,,,
D_2319,cardio-­pulmonary_disease,Diagnosis,,,,
D_2326,fibromyalgia,Diagnosis,,,,
D_2327,endocrine_disease,Diagnosis,,,,
D_2329,cervical_myeloradiculopathy,Diagnosis,,,,
D_2330,syrinx,Diagnosis,,,,
D_2331,upper_motor_neuron,Diagnosis,increased tone and reflexes babinski reflex,,,
D_2332,lead_toxicity,Diagnosis,,,,
D_2333,progressive_muscular_atrophy,Diagnosis,,,,
D_2334,hodgkin’s_lymphoma,Diagnosis,,,,
D_2335,polio,Diagnosis,,,,
D_2336,multifocal_motor_neuropathy,Diagnosis,,,,
D_2337,spinal_muscular_atrophy,Diagnosis,,,,
D_2339,lambert-eaton_myasthenic_syndrome,Diagnosis,,,,
D_2340,botulism,Diagnosis,,,,
D_2343,duchenne_muscular_dystrophy,Diagnosis,,,,
D_2344,statin_toxicity,Diagnosis,,,,
D_2347,disc,Diagnosis,,,,
D_2348,spondylosis,Diagnosis,,,,
D_2351,carpal_tunnel,Diagnosis,,,,
D_2352,ulnar,Diagnosis,,,,
D_2353,peroneal,Diagnosis,,,,
D_2354,radial,Diagnosis,,,,
D_2362,paraproteinemic,Diagnosis,,,,
D_2363,inherited,Diagnosis,,,,
D_2367,brachial_neuritis,Diagnosis,,,,
D_2370,spondylysis,Diagnosis,,,,
D_2371,chronic_inflammatory_demyelinating_polyneuropathy,Diagnosis,,,,
D_2374,envolving_to_bilateral_convulsive_seizure,Diagnosis,,,,
D_2377,unclassified,Diagnosis,,,,
D_2378,absence,Diagnosis,,,,
D_2379,atonic,Diagnosis,,,,
D_2380,myoclonic,Diagnosis,,,,
D_2381,clonic,Diagnosis,,,,
D_2382,tonic,Diagnosis,,,,
D_2383,tonic-clonic,Diagnosis,,,,
D_2384,febrile,Diagnosis,,,,
D_2393,alcohol/drug,Diagnosis,,,,
D_2394,intracerebral_hemorrhage,Diagnosis,,,,
D_2395,subarachnoid_hemorrhage,Diagnosis,,,,
D_2398,congenital_abnormality,Diagnosis,,,,
D_2402,migraine/auras,Diagnosis,,,,
D_2403,"movement_disorders_(dystonia,_dyskinesia,_chorea)",Diagnosis,,,,
D_2404,syncope,Diagnosis,,,,
D_2405,panic_disorder,Diagnosis,,,,
D_2406,conversion_disorder,Diagnosis,,,,
D_2407,pseudoseizures,Diagnosis,,,,
D_2408,essential_hypertension_(aneurysm),Diagnosis,,,,
D_2409,"drugs_(cocaine,_amphetamines)",Diagnosis,,,,
D_2410,amyloid_angiopathy,Diagnosis,,,,
D_2411,vascular_malformation,Diagnosis,,,,
D_2415,bleeding_diathesis,Diagnosis,,,,
D_2416,hemorrhage_into_tumors,Diagnosis,,,,
D_2417,hemorrhage_into_infarct,Diagnosis,,,,
D_2418,large_vessel,Diagnosis,,,,
D_2419,lacunar,Diagnosis,,,,
D_2420,unknown,Diagnosis,,,,
D_2421,left_ventricle,Diagnosis,,,,
D_2422,left_atrium,Diagnosis,,,,
D_2423,valvular,Diagnosis,,,,
D_2425,bacterial_endocarditis,Diagnosis,,,,
D_2427,ascending_aorta,Diagnosis,,,,
D_2428,cardiac_arrest,Diagnosis,,,,
D_2429,arrhythmias,Diagnosis,,,,
D_2432,pericardial_effusion,Diagnosis,,,,
D_2438,drug_use,Diagnosis,,,,
D_2439,tachyarrhythmia,Diagnosis,,,,
D_2440,bradyarrhythmia,Diagnosis,,,,
D_2441,supraventricular_tachycardia,Diagnosis,,,,
D_2442,sick-­sinus_syndrome,Diagnosis,,,,
D_2443,second/third_degree_atrioventricular_block,Diagnosis,,,,
D_2447,emotional,Diagnosis,,,,
D_2448,bladder_emptying,Diagnosis,,,,
D_2449,pain,Diagnosis,,,,
D_2450,reduced_effective_arterial_blood_volume,Diagnosis,,,,
D_2451,carotid_sinus_syncope,Diagnosis,,,,
D_2452,tussive,Diagnosis,,,,
D_2453,defecation,Diagnosis,,,,
D_2455,hypovolemia,Diagnosis,,,,
D_2457,presyncope/vasodepressor_syncope,Diagnosis,,,,
D_2458,cardiac_arrhythmia,Diagnosis,,,,
D_2462,peripheral_neuropathy,Diagnosis,,,,
D_2463,visual_impairment,Diagnosis,,,,
D_2464,musculoskeletal_problem,Diagnosis,,,,
D_2469,phobic_dizziness,Diagnosis,,,,
D_2472,cerebellar/_brainstem_abscess,Diagnosis,,,,
D_2474,barbiturates,Diagnosis,,,,
D_2476,cerebellar_contusion,Diagnosis,,,,
D_2477,infratentorial_tumors,Diagnosis,,,,
D_2478,cerebellopontine_angle_tumors,Diagnosis,,,,
D_2479,glomus_tumors,Diagnosis,,,,
D_2480,vertebrobasilar_insufficiency,Diagnosis,,,,
D_2481,basilar_artery_migraine,Diagnosis,,,,
D_2482,transient_ischemic_attack,Diagnosis,,,,
D_2483,cerebellar/_brainstem_infarction,Diagnosis,,,,
D_2484,cerebellar_hemorrhage,Diagnosis,,,,
D_2485,benign_paroxysmal_positional_vertigo,Diagnosis,,,,
D_2486,labrynthitis/vestibular_neuronitis,Diagnosis,,,,
D_2487,menière’s_disease,Diagnosis,,,,
D_2488,acoustic_neuroma,Diagnosis,,,,
D_2489,ototoxicity_(usually_imbalance_and_oscillopsia),Diagnosis,,,,
D_2490,otitis_media,Diagnosis,,,,
D_2491,temporal_bone_fracture,Diagnosis,,,,
D_2492,fetal_sleep,Diagnosis,,,,
D_2493,prematurity,Diagnosis,,,,
D_2494,"medications_(analgesia,_sedatives)",Diagnosis,,,,
D_2495,hypoxic_acidemia,Diagnosis,,,,
D_2496,congenital_anomalies,Diagnosis,,,,
D_2497,mild_hypoxia,Diagnosis,,,,
D_2498,severe_fetal_anemia,Diagnosis,hgb < 70,,,
D_2499,tissue_hypoxia_in_fetal_brain_stem,Diagnosis,,,,
D_2501,fetal_abnormality,Diagnosis,,,,
D_2502,fetal_head_compression,Diagnosis,mirror contractions,,,
D_2503,cord_compression,Diagnosis,,,,
D_2504,fetal_acidemia_if_complicated_variable_decelerations,Diagnosis,,,,
D_2505,uteroplacental_insufficiency,Diagnosis,,,,
D_2506,maternal_hypotension,Diagnosis,,,,
D_2507,reduced_maternal_arterial_oxygen_saturation,Diagnosis,,,,
D_2508,hypertonic_uterus,Diagnosis,,,,
D_2509,fetal_acidemia,Diagnosis,,,,
D_2511,unresolving_umbilical_cord_compression,Diagnosis,,,,
D_2513,maternal_seizure,Diagnosis,,,,
D_2514,rapid_fetal_descent,Diagnosis,,,,
D_2515,hypotension,Diagnosis,,,,
D_2516,drug_response,Diagnosis,,,,
D_2517,maternal_position,Diagnosis,,,,
D_2518,connective_tissue_disease_with_congenital_heart_block,Diagnosis,e.g. sle,,,
D_2519,umbilical_cord_occlusion,Diagnosis,,,,
D_2520,fetal_hypoxia/acidosis,Diagnosis,,,,
D_2521,vagal_stimulation,Diagnosis,e.g. chronic head compression,,,
D_2522,fetal_cardiac_conduction_or_structural_defect,Diagnosis,,,,
D_2527,endogenous_adrenaline_or_anxiety,Diagnosis,,,,
D_2531,prolonged_fetal_activity_or_stimulation,Diagnosis,,,,
D_2532,chronic_hypoxemia,Diagnosis,,,,
D_2533,cardiac_abnormalities,Diagnosis,,,,
D_2536,pregnancy_bleeding_scheme,Diagnosis,,,,
D_2537,medical,Diagnosis,"e.g. coagulopathy, liver disease, renal disease",,,
D_2539,anovulatory,Diagnosis,,,,
D_2540,atrophy,Diagnosis,,,,
D_2541,fibroid,Diagnosis,,,,
D_2542,polyp,Diagnosis,,,,
D_2543,exogenous_estrogen,Diagnosis,,,,
D_2546,endometrial_hyperplasia,Diagnosis,,,,
D_2548,ectropion,Diagnosis,,,,
D_2549,dysplasia,Diagnosis,,,,
D_2558,vulvar_dystrophy,Diagnosis,,,,
D_2559,vulvar_atrophy,Diagnosis,,,,
D_2564,ectopic_pregnancy,Diagnosis,,,,
D_2565,placental_abruption,Diagnosis,,,,
D_2566,spontaneous_abortion,Diagnosis,,,,
D_2567,labour,Diagnosis,,,,
D_2568,molar_pregnancy,Diagnosis,,,,
D_2570,endometriosis,Diagnosis,,,,
D_2571,adenomyosis,Diagnosis,,,,
D_2572,pyometrium,Diagnosis,,,,
D_2573,hematometra,Diagnosis,,,,
D_2574,congenital_anomaly,Diagnosis,,,,
D_2575,dysmenorrhea,Diagnosis,,,,
D_2576,tubo-­ovarian_abscess,Diagnosis,,,,
D_2577,torsion,Diagnosis,,,,
D_2578,ovarian_cyst,Diagnosis,,,,
D_2580,ovulation_pain,Diagnosis,,,,
D_2585,hydrosalpinx,Diagnosis,,,,
D_2586,genitourinary,Diagnosis,"infection, stone",,,
D_2587,gastrointestinal,Diagnosis,"appendicitis, gastroenteritis, diverticulitis, ibd",,,
D_2590,chronic_pelvic_inflammatory_disease,Diagnosis,,,,
D_2594,adhesions,Diagnosis,,,,
D_2596,sexual/physical/psychological_abuse,Diagnosis,,,,
D_2597,depression/anxiety,Diagnosis,,,,
D_2598,abdominal_wall_pain,Diagnosis,,,,
D_2604,urinary_retention,Diagnosis,,,,
D_2606,pelvic_floor_myalgia,Diagnosis,,,,
D_2607,myofascial_pain_(trigger_points),Diagnosis,,,,
D_2608,injury,Diagnosis,,,,
D_2609,"46,_xx_gonadal_dysgenesis",Diagnosis,"e.g. fragile x, balanced translocations, turner’s mosaic",,,
D_2610,"46,_xy_gonadal_dysgenesis",Diagnosis,e.g. swyer’s syndrome,,,
D_2611,"45,_xo_turner_syndrome",Diagnosis,,,,
D_2612,savage_syndrome,Diagnosis,ovarian resistance,,,
D_2613,premature_ovarian_failure,Diagnosis,"autoimmune, iatrogenic",,,
D_2614,androgen_insensitivity,Diagnosis,,,,
D_2615,5-­α_reductase_deficiency,Diagnosis,,,,
D_2616,17-­α_hydroxylase_deficiency,Diagnosis,,,,
D_2617,vanishing_testes_syndrome,Diagnosis,,,,
D_2618,absent_testes_determining_factor,Diagnosis,,,,
D_2621,constitutional_delay_of_puberty,Diagnosis,,,,
D_2622,surgery,Diagnosis,,,,
D_2623,irradiation,Diagnosis,,,,
D_2624,"tumor,_infiltration",Diagnosis,,,,
D_2627,imperforate_hymen,Diagnosis,,,,
D_2628,transverse_vaginal_septum,Diagnosis,,,,
D_2629,vaginal_agenesis,Diagnosis,mayer-­rokitansky-­küster-­hauser syndrome,,,
D_2630,cervical_stenosis,Diagnosis,,,,
D_2635,infiltrative_lesions,Diagnosis,"e.g. lymphoma, langerhans cell histiocytosis, sarcoidosis",,,
D_2636,pituitary_adenoma,Diagnosis,,,,
D_2637,prolactinoma,Diagnosis,,,,
D_2638,chest_wall_irritation,Diagnosis,,,,
D_2639,hypothalamic-­pituitary_stalk_damage,Diagnosis,"e.g. tumors, trauma, compression",,,
D_2641,sheehan’s_syndrome,Diagnosis,,,,
D_2644,infiltrative_lesions;_hemochromatosis,Diagnosis,,,,
D_2645,asherman’s_syndrome,Diagnosis,,,,
D_2647,detailed_history_and_physical_exam,Diagnosis,,,,
D_2648,estimated_date_of_delivery,Diagnosis,,,,
D_2649,dating_ultrasound,Diagnosis,,,,
D_2650,prenatal_labs,Diagnosis,"cbc, abo/rh type & screen, antibody screen, hbsag, syphilis serology, rubella igg, varicella, hiv",,,
D_2651,chlamydia/gonorrhea_screen,Diagnosis,,,,
D_2652,urine_culture_&_sensitivity,Diagnosis,,,,
D_2653,fetal_heart_rate_tones,Diagnosis,starting at 12 weeks,,,
D_2654,prenatal_genetic_screening,Diagnosis,"first trimester screen (nuchal translucency, β-hcg , papp-a; 11-14 weeks)",,,
D_2656,±_prenatal_diagnosis:_chorionic_villus_sampling,Diagnosis,11-13 weeks,,,
D_2657,±_prenatal_diagnosis:_amniocentesis,Diagnosis,15-17 weeks,,,
D_2658,detailed_18-20_week_ultrasound,Diagnosis,"dating, number of fetuses, placental location, anatomic survey",,,
D_2659,gestational_diabetic_screen,Diagnosis,50g oral glucose challenge; 24-28 weeks,,,
D_2660,rh_antibody_screen_and_rh_immunoglobulin_if_indicated,Diagnosis,,,,
D_2661,fetal_surveillance:_fetal_movement_counts,Diagnosis,>6 movements in 2 hours,,,
D_2662,fetal_surveillance:_symphysis_fundal_height,Diagnosis,,,,
D_2663,fetal_surveillance:_leopold_maneuvers,Diagnosis,,,,
