UID,Diagnosis_(DX),Diagnosis_(DX)_Notes,Page,Type,Chief_Sign,Cheif_Sign_Notes,Clinical_Pearl,General_Notes,Life_Threatening,Definitions,Level_1,Level_1_Notes,Level_2,Level_2_Notes,Level_3,Level_3_Notes,Level_4,Level_4_Notes,Level_5,Level_5_Notes,Level_6,Level_6_Notes,Level_7,Level_7_Notes,Level_8,Level_8_Notes,Level_9,Level_9_Notes,Level_10
nan,complete_abortion,nan,201,obstetrical,bleeding in pregnancy,hemodynamically unstable – do abcdes,nan,nan,nan,nan,<_20_weeks_,nan,bleeding_from_the_os_,nan,cervix_open_,nan,passing_tissue_and_clots_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,incomplete_abortion,nan,201,obstetrical,bleeding in pregnancy,hemodynamically unstable – do abcdes,nan,nan,nan,nan,<_20_weeks_,nan,bleeding_from_the_os_,nan,cervix_open_,nan,passing_tissue_and_clots_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,ectopic_pregnancy,nan,201,obstetrical,bleeding in pregnancy,hemodynamically unstable – do abcdes,nan,nan,nan,nan,<_20_weeks_,nan,bleeding_from_the_os_,nan,cervix_open_,nan,passing_tissue_and_clots_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,missed_abortion,nan,201,obstetrical,bleeding in pregnancy,hemodynamically unstable – do abcdes,nan,nan,nan,nan,<_20_weeks_,nan,bleeding_from_the_os_,nan,cervix_open_,nan,not_passing_tissue_and_clots_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,cervical_insufficiency,nan,201,obstetrical,bleeding in pregnancy,hemodynamically unstable – do abcdes,nan,nan,nan,nan,<_20_weeks_,nan,bleeding_from_the_os_,nan,cervix_open_,nan,not_passing_tissue_and_clots_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,inevitable_abortion,nan,201,obstetrical,bleeding in pregnancy,hemodynamically unstable – do abcdes,nan,nan,nan,nan,<_20_weeks_,nan,bleeding_from_the_os_,nan,cervix_open_,nan,not_passing_tissue_and_clots_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,ectopic_pregnancy_on_u/s,nan,201,obstetrical,bleeding in pregnancy,hemodynamically unstable – do abcdes,nan,nan,nan,nan,<_20_weeks_,nan,bleeding_from_the_os_,nan,cervix_closed,nan,no_iup_on_transvaginal_u/s_,nan,dx,nan,_,nan,nan,nan,nan,nan,nan,nan,nan
nan,ectopic_likely,nan,201,obstetrical,bleeding in pregnancy,hemodynamically unstable – do abcdes,nan,nan,nan,nan,<_20_weeks_,nan,bleeding_from_the_os_,nan,cervix_closed,nan,no_iup_on_transvaginal_u/s_,nan,no_ectopic_pregnancy_on_u/s_,nan,β-hcg_>_1500_ectopic_likely_,nan,dx,nan,nan,nan,nan,nan,nan
nan,β-hcg_doubled_in_72h_viable_pregnancy_–_monitor_for_ectopic_or_iup,implantation bleed,201,obstetrical,bleeding in pregnancy,hemodynamically unstable – do abcdes,nan,nan,nan,nan,<_20_weeks_,nan,bleeding_from_the_os_,nan,cervix_closed,nan,no_iup_on_transvaginal_u/s_,nan,no_ectopic_pregnancy_on_u/s_,nan,β-hcg_<_1500_,nan,dx,nan,nan,nan,nan,nan,nan
nan,β-hcg_not_doubled_in_72h_ectopic_pregnancy_or_failed_pregnancy,nan,201,obstetrical,bleeding in pregnancy,hemodynamically unstable – do abcdes,nan,nan,nan,nan,<_20_weeks_,nan,bleeding_from_the_os_,nan,cervix_closed,nan,no_iup_on_transvaginal_u/s_,nan,no_ectopic_pregnancy_on_u/s_,nan,β-hcg_<_1501,nan,dx,nan,nan,nan,nan,nan,nan
nan,cervical_polyp/ectropion,nan,202,obstetrical,bleeding in pregnancy,hemodynamically unstable – do abcdes,nan,nan,nan,nan,<_20_weeks_,nan,not_bleeding_from_the_os_,nan,_,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,cervical/vaginal_neoplasm,nan,202,obstetrical,bleeding in pregnancy,hemodynamically unstable – do abcdes,nan,nan,nan,nan,<_20_weeks_,nan,not_bleeding_from_the_os_,nan,_,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,vaginal_laceration,nan,202,obstetrical,bleeding in pregnancy,hemodynamically unstable – do abcdes,nan,nan,nan,nan,<_20_weeks_,nan,not_bleeding_from_the_os_,nan,_,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,infection,nan,202,obstetrical,bleeding in pregnancy,hemodynamically unstable – do abcdes,nan,nan,nan,nan,<_20_weeks_,nan,not_bleeding_from_the_os_,nan,_,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,cervical_polyp/ectropion,nan,202,obstetrical,bleeding in pregnancy,hemodynamically unstable – do abcdes,nan,nan,nan,nan,second/third_trimester,do not perform digital examination until the placental location is known,not_bleeding_from_the_os_,nan,_,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,cervical/vaginal_neoplasm,nan,202,obstetrical,bleeding in pregnancy,hemodynamically unstable – do abcdes,nan,nan,nan,nan,second/third_trimester,do not perform digital examination until the placental location is known,not_bleeding_from_the_os_,nan,_,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,vaginal_laceration,nan,202,obstetrical,bleeding in pregnancy,hemodynamically unstable – do abcdes,nan,nan,nan,nan,second/third_trimester,do not perform digital examination until the placental location is known,not_bleeding_from_the_os_,nan,_,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,infection,nan,202,obstetrical,bleeding in pregnancy,hemodynamically unstable – do abcdes,nan,nan,nan,nan,second/third_trimester,do not perform digital examination until the placental location is known,not_bleeding_from_the_os_,nan,_,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,placenta_previa,nan,202,obstetrical,bleeding in pregnancy,hemodynamically unstable – do abcdes,nan,nan,nan,nan,second/third_trimester,do not perform digital examination until the placental location is known,bleeding_from_the_os_,nan,painless,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,vasa_previa,nan,202,obstetrical,bleeding in pregnancy,hemodynamically unstable – do abcdes,nan,nan,nan,nan,second/third_trimester,do not perform digital examination until the placental location is known,bleeding_from_the_os_,nan,painless,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,placental_abruption,nan,202,obstetrical,bleeding in pregnancy,hemodynamically unstable – do abcdes,nan,nan,nan,nan,second/third_trimester,do not perform digital examination until the placental location is known,bleeding_from_the_os_,nan,painful,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,uterine_rupture,nan,202,obstetrical,bleeding in pregnancy,hemodynamically unstable – do abcdes,nan,nan,nan,nan,second/third_trimester,do not perform digital examination until the placental location is known,bleeding_from_the_os_,nan,painful,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,labour,bloody show,202,obstetrical,bleeding in pregnancy,hemodynamically unstable – do abcdes,nan,nan,nan,nan,second/third_trimester,do not perform digital examination until the placental location is known,bleeding_from_the_os_,nan,painful,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,mastitis,nan,203,obstetrical,breast disorders,nan,nan,nan,nan,nan,breast_infection_,nan,lactational_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,abscess,nan,203,obstetrical,breast disorders,nan,nan,nan,nan,nan,breast_infection_,nan,lactational_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,subareolar_abscess,nan,203,obstetrical,breast disorders,nan,nan,nan,nan,nan,breast_infection_,nan,non_lactational_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,acute_mastitis,nan,203,obstetrical,breast disorders,nan,nan,nan,nan,nan,breast_infection_,nan,non_lactational_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,ductal_carcinoma_in_situ,nan,203,obstetrical,breast disorders,nan,nan,nan,nan,nan,breast_mass_,nan,malignant_,nan,non-invasive_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,lobular_carcinoma_in_situ,nan,203,obstetrical,breast disorders,nan,nan,nan,nan,nan,breast_mass_,nan,malignant_,nan,non-invasive_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,ductal_carcinoma,nan,203,obstetrical,breast disorders,nan,nan,nan,nan,nan,breast_mass_,nan,malignant_,nan,invasive_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,lobular_carcinoma,nan,203,obstetrical,breast disorders,nan,nan,nan,nan,nan,breast_mass_,nan,malignant_,nan,invasive_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,tubular_carcinoma,nan,203,obstetrical,breast disorders,nan,nan,nan,nan,nan,breast_mass_,nan,malignant_,nan,invasive_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,medullary_carcinoma,nan,203,obstetrical,breast disorders,nan,nan,nan,nan,nan,breast_mass_,nan,malignant_,nan,invasive_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,papillar_carcinoma,nan,203,obstetrical,breast disorders,nan,nan,nan,nan,nan,breast_mass_,nan,malignant_,nan,invasive_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,mucinous_carcinoma,nan,203,obstetrical,breast disorders,nan,nan,nan,nan,nan,breast_mass_,nan,malignant_,nan,invasive_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,fibroadenoma,nan,203,obstetrical,breast disorders,nan,nan,nan,nan,nan,breast_mass_,nan,benign_,nan,solid_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,gross_cyst,nan,203,obstetrical,breast disorders,nan,nan,nan,nan,nan,breast_mass_,nan,benign_,nan,cystic_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,galactocele,nan,203,obstetrical,breast disorders,nan,nan,nan,nan,nan,breast_mass_,nan,benign_,nan,cystic_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,fibrocystic,nan,203,obstetrical,breast disorders,nan,nan,nan,nan,nan,breast_mass_,nan,benign_,nan,cystic_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,newborn,nan,203,obstetrical,breast disorders,nan,nan,nan,nan,nan,gynecomastia_,nan,physiologic_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,adolescence,nan,203,obstetrical,breast disorders,nan,nan,nan,nan,nan,gynecomastia_,nan,physiologic_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,aging,nan,203,obstetrical,breast disorders,nan,nan,nan,nan,nan,gynecomastia_,nan,physiologic_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,drugs,nan,203,obstetrical,breast disorders,nan,nan,nan,nan,nan,gynecomastia_,nan,pathologic_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,decreased_testosterone,nan,203,obstetrical,breast disorders,nan,nan,nan,nan,nan,gynecomastia_,nan,pathologic_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,increased_estrogen,nan,203,obstetrical,breast disorders,nan,nan,nan,nan,nan,gynecomastia_,nan,pathologic_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,idiopathic,nan,203,obstetrical,breast disorders,nan,nan,nan,nan,nan,gynecomastia_,nan,pathologic_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,folic_acid_antagonists,nan,204,obstetrical,growth discrepancy,,nan,nan,nan,nan,small_for_gestational_age__,growth < 10th percentile for ga,maternal_factors_,nan,iatrogenic,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,anticonvulsants,nan,204,obstetrical,growth discrepancy,,nan,nan,nan,nan,small_for_gestational_age__,growth < 10th percentile for ga,maternal_factors_,nan,iatrogenic,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,pulmonary_diseases,nan,204,obstetrical,growth discrepancy,,nan,nan,nan,nan,small_for_gestational_age__,growth < 10th percentile for ga,maternal_factors_,nan,maternal_hypoxemia_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,chronic_anemia,nan,204,obstetrical,growth discrepancy,,nan,nan,nan,nan,small_for_gestational_age__,growth < 10th percentile for ga,maternal_factors_,nan,maternal_hypoxemia_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,high_altitude,nan,204,obstetrical,growth discrepancy,,nan,nan,nan,nan,small_for_gestational_age__,growth < 10th percentile for ga,maternal_factors_,nan,maternal_hypoxemia_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,malnutrition,nan,204,obstetrical,growth discrepancy,,nan,nan,nan,nan,small_for_gestational_age__,growth < 10th percentile for ga,maternal_factors_,nan,maternal_lifestyle,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,smoking,nan,204,obstetrical,growth discrepancy,,nan,nan,nan,nan,small_for_gestational_age__,growth < 10th percentile for ga,maternal_factors_,nan,maternal_lifestyle,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,alcohol,nan,204,obstetrical,growth discrepancy,,nan,nan,nan,nan,small_for_gestational_age__,growth < 10th percentile for ga,maternal_factors_,nan,maternal_lifestyle,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,drugs,nan,204,obstetrical,growth discrepancy,,nan,nan,nan,nan,small_for_gestational_age__,growth < 10th percentile for ga,maternal_factors_,nan,maternal_lifestyle,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,gestational_hypertension/_pre-eclampsia,nan,204,obstetrical,growth discrepancy,,nan,nan,nan,nan,small_for_gestational_age__,growth < 10th percentile for ga,maternal_factors_,nan,decreased_uteroplacental_flow_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,renal_insufficiency,nan,204,obstetrical,growth discrepancy,,nan,nan,nan,nan,small_for_gestational_age__,growth < 10th percentile for ga,maternal_factors_,nan,decreased_uteroplacental_flow_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,diabetes_mellitus,nan,204,obstetrical,growth discrepancy,,nan,nan,nan,nan,small_for_gestational_age__,growth < 10th percentile for ga,maternal_factors_,nan,decreased_uteroplacental_flow_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,autoimmune_disorders,nan,204,obstetrical,growth discrepancy,,nan,nan,nan,nan,small_for_gestational_age__,growth < 10th percentile for ga,maternal_factors_,nan,decreased_uteroplacental_flow_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"trisomy_13,_18,_21",nan,204,obstetrical,growth discrepancy,,nan,nan,nan,nan,small_for_gestational_age__,growth < 10th percentile for ga,fetal_factors_,nan,chromosomal_abnormalities_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"turner_syndrome,_45x",nan,204,obstetrical,growth discrepancy,,nan,nan,nan,nan,small_for_gestational_age__,growth < 10th percentile for ga,fetal_factors_,nan,chromosomal_abnormalities_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,multiple_gestation,nan,204,obstetrical,growth discrepancy,,nan,nan,nan,nan,small_for_gestational_age__,growth < 10th percentile for ga,fetal_factors_,nan,multiple_gestation_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,torch_infections,nan,204,obstetrical,growth discrepancy,,nan,nan,nan,nan,small_for_gestational_age__,growth < 10th percentile for ga,fetal_factors_,nan,torch_infections_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,placenta_previa,nan,204,obstetrical,growth discrepancy,,nan,nan,nan,nan,small_for_gestational_age__,growth < 10th percentile for ga,placental_factors_,nan,placental_ischemia/_infarction_,nan,_,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,chronic_insufficiency,nan,204,obstetrical,growth discrepancy,,nan,nan,nan,nan,small_for_gestational_age__,growth < 10th percentile for ga,placental_factors_,nan,placental_ischemia/_infarction_,nan,_,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,placental_abruption,nan,204,obstetrical,growth discrepancy,,nan,nan,nan,nan,small_for_gestational_age__,growth < 10th percentile for ga,placental_factors_,nan,placental_abruption_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,confined_placental_mosaicism,rare,204,obstetrical,growth discrepancy,,nan,nan,nan,nan,small_for_gestational_age__,growth < 10th percentile for ga,placental_factors_,nan,confined_placental_mosaicism_(rare)_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,vasa_previa,nan,204,obstetrical,growth discrepancy,,nan,nan,nan,nan,small_for_gestational_age__,growth < 10th percentile for ga,placental_factors_,nan,placental_malformations_,nan,_,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,multiparity,nan,205,obstetrical,growth discrepancy,,nan,nan,nan,nan,large_for_gestational_age_,growth > 90th percentile for ga,maternal_factors_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,previous_history_of_large_for_gestational_age_fetus,nan,205,obstetrical,growth discrepancy,,nan,nan,nan,nan,large_for_gestational_age_,growth > 90th percentile for ga,maternal_factors_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"aboriginal,_hispanic,_and_caucasian_races","e.g. diabetes, obesity",205,obstetrical,growth discrepancy,,nan,nan,nan,nan,large_for_gestational_age_,growth > 90th percentile for ga,maternal_factors_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,maternal_co-morbidities,nan,205,obstetrical,growth discrepancy,,nan,nan,nan,nan,large_for_gestational_age_,growth > 90th percentile for ga,maternal_factors_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,excessive_weight_gain_over_course_of_pregnancy,>40 lbs,205,obstetrical,growth discrepancy,,nan,nan,nan,nan,large_for_gestational_age_,growth > 90th percentile for ga,maternal_factors_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,male_infant,nan,205,obstetrical,growth discrepancy,,nan,nan,nan,nan,large_for_gestational_age_,growth > 90th percentile for ga,fetal_factors_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,prolonged_gestation,>41 weeks,205,obstetrical,growth discrepancy,,nan,nan,nan,nan,large_for_gestational_age_,growth > 90th percentile for ga,fetal_factors_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,genetic_disorder,"e.g. sotos syndrome, beckwith-wiedemann syndrome, weaver’s syndrome",205,obstetrical,growth discrepancy,,nan,nan,nan,nan,large_for_gestational_age_,growth > 90th percentile for ga,fetal_factors_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hypothyroidism,nan,206,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,female,0.5,ovary_,ovulation confirmation: mid-luteal serum progesterone. ovarian reserve: day 3 fsh +/- estradiol,decreased_fsh_,nan,hypopituitarism,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hyperprolactinemia,nan,206,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,female,0.5,ovary_,ovulation confirmation: mid-luteal serum progesterone. ovarian reserve: day 3 fsh +/- estradiol,decreased_fsh_,nan,hypopituitarism,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,tumors,e.g. prolactinoma,206,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,female,0.5,ovary_,ovulation confirmation: mid-luteal serum progesterone. ovarian reserve: day 3 fsh +/- estradiol,decreased_fsh_,nan,hypopituitarism,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,weight_loss/malnutrition,nan,206,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,female,0.5,ovary_,ovulation confirmation: mid-luteal serum progesterone. ovarian reserve: day 3 fsh +/- estradiol,decreased_fsh_,nan,hypothalamic,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,excessive_exercise,nan,206,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,female,0.5,ovary_,ovulation confirmation: mid-luteal serum progesterone. ovarian reserve: day 3 fsh +/- estradiol,decreased_fsh_,nan,hypothalamic,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,stress/psychosis,nan,206,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,female,0.5,ovary_,ovulation confirmation: mid-luteal serum progesterone. ovarian reserve: day 3 fsh +/- estradiol,decreased_fsh_,nan,hypothalamic,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,systemic_disease,nan,206,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,female,0.5,ovary_,ovulation confirmation: mid-luteal serum progesterone. ovarian reserve: day 3 fsh +/- estradiol,decreased_fsh_,nan,hypothalamic,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,polycystic_ovarian_syndrome,nan,206,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,female,0.5,ovary_,ovulation confirmation: mid-luteal serum progesterone. ovarian reserve: day 3 fsh +/- estradiol,normal_fsh,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,obesity,nan,206,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,female,0.5,ovary_,ovulation confirmation: mid-luteal serum progesterone. ovarian reserve: day 3 fsh +/- estradiol,normal_fsh,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,premature_ovarian_failure,nan,206,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,female,0.5,ovary_,ovulation confirmation: mid-luteal serum progesterone. ovarian reserve: day 3 fsh +/- estradiol,increased_fsh,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,premenopausal_changes,nan,206,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,female,0.5,ovary_,ovulation confirmation: mid-luteal serum progesterone. ovarian reserve: day 3 fsh +/- estradiol,increased_fsh,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,turner’s_syndrome,nan,206,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,female,0.5,ovary_,ovulation confirmation: mid-luteal serum progesterone. ovarian reserve: day 3 fsh +/- estradiol,increased_fsh,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,pelvic_inflammatory_disease,nan,206,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,female,0.5,fallopian_tube,hsg or shg or laparoscopy,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,endometriosis,nan,206,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,female,0.5,fallopian_tube,hsg or shg or laparoscopy,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,adhesions,nan,206,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,female,0.5,fallopian_tube,hsg or shg or laparoscopy,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,previous_tubal_pregnancy,nan,206,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,female,0.5,fallopian_tube,hsg or shg or laparoscopy,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,congenital_anomalies,nan,206,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,female,0.5,fallopian_tube,hsg or shg or laparoscopy,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,fibroids/polyps,nan,206,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,female,0.5,uterus,hsg or shg or hysteroscopy,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,asherman’s_syndrome,nan,206,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,female,0.5,uterus,hsg or shg or hysteroscopy,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,congenital_anomalies,nan,206,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,female,0.5,uterus,hsg or shg or hysteroscopy,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,adenomyosis,nan,206,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,female,0.5,uterus,hsg or shg or hysteroscopy,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,unfavourable_cervical_mucous,nan,206,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,female,0.5,uterus,hsg or shg or hysteroscopy,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,cervical_stenosis,nan,206,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,female,0.5,uterus,hsg or shg or hysteroscopy,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,genetic_abnormality,e.g. klinefelter’s,207,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,male,0.35,sperm_production_,"non-obstructive azoospermia, low testosterone",testicular_,"sperm production problem, high fsh/lh",dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
